"Question","Question_URL","Categories","Number_Ans_Official","Number_Foll","Number_View"
"Does the Regulation 980/2019 impose the wholesalers to public interim financial statements?","https://www.quora.com/unanswered/Does-the-Regulation-980-2019-impose-the-wholesalers-to-public-interim-financial-statements","Financial Statements, Accounting, Finance","0","0","109"
"How do collection accounts affect a person's credit versus how delinquencies do?","https://www.quora.com/How-do-collection-accounts-affect-a-persons-credit-versus-how-delinquencies-do","Debt Collection, Credit History, Credit Scores and Scoring, Credit, Accounting, Credit Cards, Personal Finance, Finance, Banking, Money","1","1","222"
"What is the difference between M&A roles in Big 4 firms and industry?","https://www.quora.com/unanswered/What-is-the-difference-between-M-A-roles-in-Big-4-firms-and-industry","Big 4 Firms, Management Consulting, Mergers and Acquisitions, Investment Banking, Accounting, Chartered Accountants (CA), Finance, Business, Jobs and Careers, Career Advice","0","2","470"
"When calculating the Gross Margin Profit of my products, should I account for the e-commerce platform fees?","https://www.quora.com/When-calculating-the-Gross-Margin-Profit-of-my-products-should-I-account-for-the-e-commerce-platform-fees","Gross Margins, Profit Margins, Fees, E-Commerce Companies, Profitability, Accounting, E-Commerce, Business","3","1","266"
"What is the tax advice for understanding the relationship between modified adjusted gross income (MAGI) and passive losses?","https://www.quora.com/unanswered/What-is-the-tax-advice-for-understanding-the-relationship-between-modified-adjusted-gross-income-MAGI-and-passive-losses","Tax Advice, Tax Law, Accounting, Tax Policy, Taxes, Finance","0","1","272"
"What type of personality would make a great forensic accountant?","https://www.quora.com/unanswered/What-type-of-personality-would-make-a-great-forensic-accountant","Forensic Accounting, Forensic Psychology, Forensic Science, Personality Profiling, Accountants, Personality Traits and Characteristics, Accounting, Character and Personality, Jobs and Careers, Career Advice","0","1","222"
"Do you have proof that cash flow is more important than earnings?","https://www.quora.com/Do-you-have-proof-that-cash-flow-is-more-important-than-earnings","Cashflow, Earnings, Accounting, Finance, Survey Question","1","3","520"
"How can you build wealth and cash flow?","https://www.quora.com/How-can-you-build-wealth-and-cash-flow","Wealth Creation, Wealth Management, Cashflow, Accounting, Wealth, Personal Finance, Wanting and Making Money, Finance, Business, Money","4","4","1,200"
"What are the legal requirements for the contents of an invoice in India?","https://www.quora.com/What-are-the-legal-requirements-for-the-contents-of-an-invoice-in-India","Legal Requirements, Invoices, Accounting, Legal Issues and Law in Everyday Life, Law, India","1","1","439"
"How do you do accruals?","https://www.quora.com/unanswered/How-do-you-do-accruals","Financial Accounting, Accounting","0","1","404"
"A dishonest dealer sells articles at 10% loss on cost price but uses the weight of 16g instead of 18g. What is his profit or loss per cent?","https://www.quora.com/unanswered/A-dishonest-dealer-sells-articles-at-10-loss-on-cost-price-but-uses-the-weight-of-16g-instead-of-18g-What-is-his-profit-or-loss-per-cent","Profitability, Accounting, Weight Loss, Mathematics","0","1","139"
"Ramesh buys 2 articles for Rs. 600. He sells on them at a profit of 22% and other at a loss of 8% and makes no profit or loss at the end. What is the cost of the article he sold at a loss?","https://www.quora.com/Ramesh-buys-2-articles-for-Rs-600-He-sells-on-them-at-a-profit-of-22-and-other-at-a-loss-of-8-and-makes-no-profit-or-loss-at-the-end-What-is-the-cost-of-the-article-he-sold-at-a-loss","Profit and Loss, Profitability, Accounting","1","1","492"
"Is Astranti a good platform to study CIMA?","https://www.quora.com/Is-Astranti-a-good-platform-to-study-CIMA","CIMA India, Chartered Institute of Management Accountants, Accounting, Chartered Accountants (CA), Finance, Studying, Education, Career Advice","0","1","190"
"What is a journal entry deposited in a bank?","https://www.quora.com/What-is-a-journal-entry-deposited-in-a-bank","Journal Entries, Diaries and Journals, Accounting, Banks, Banking","1","1","498"
"What are the examples when an entity transfers a legal title of assets to another but retained risk and rewards himself?","https://www.quora.com/unanswered/What-are-the-examples-when-an-entity-transfers-a-legal-title-of-assets-to-another-but-retained-risk-and-rewards-himself","Assets, Accounting, Finance","0","1","170"
"How can I develop an accounting software which focuses on small business?","https://www.quora.com/How-can-I-develop-an-accounting-software-which-focuses-on-small-business","Accounting Software, Small Business Advice, Accounting, Small Businesses, Software and Applications","1","0","149"
"What accounting software should I specialize in if I want to become a remote consultant after I get my accounting degree? I know QuickBooks, SAP and PCLaw and liked working with all three.","https://www.quora.com/What-accounting-software-should-I-specialize-in-if-I-want-to-become-a-remote-consultant-after-I-get-my-accounting-degree-I-know-QuickBooks-SAP-and-PCLaw-and-liked-working-with-all-three","QuickBooks, Accounting Software, Accountants, SAP (company), Consulting, Accounting, Software and Applications, Jobs and Careers, Career Advice","1","1","546"
"What Ind AS 40 applies to accounting for an investment property?","https://www.quora.com/What-Ind-AS-40-applies-to-accounting-for-an-investment-property","Indian Accounting Standards, Property Investment, Property Management, Properties, Financial Accounting, Real Estate Investing, Accounting, Real Estate, Investing","1","1","87"
"Is it true that in India it is almost impossible as a CA to find clients/accounts which are 100% correct and not evade taxes?","https://www.quora.com/Is-it-true-that-in-India-it-is-almost-impossible-as-a-CA-to-find-clients-accounts-which-are-100-correct-and-not-evade-taxes","Tax Evasion, Accounting, Chartered Accountants (CA), Taxes, India","7","4","1,236"
"How can I make a margin scheme invoice?","https://www.quora.com/unanswered/How-can-I-make-a-margin-scheme-invoice","Invoicing, Invoice IT, Invoicing Software, Schemes, Invoices, Profit Margins, Profitability, Accounting, Business","0","1","219"
"What are the accounting issues faced by insurance companies?","https://www.quora.com/What-are-the-accounting-issues-faced-by-insurance-companies","Insurance Companies, Accounting, Insurance","1","1","158"
"What are the benefits of ACCA in Australia?","https://www.quora.com/What-are-the-benefits-of-ACCA-in-Australia","Association of Chartered Certified Accountants (ACCA), Accounting, Chartered Accountants (CA), Australia","1","9","694"
"What are some good accounting forums?","https://www.quora.com/What-are-some-good-accounting-forums","Forums (general), Forum Recommendations, Accounting","1","1","313"
"Who created the rules for accounting?","https://www.quora.com/Who-created-the-rules-for-accounting","Financial Accounting, Rules and Guidelines, Accounting","1","1","442"
"What is the way to account for carry forward losses in the next year’s tax filing in a balance sheet and P&L?","https://www.quora.com/What-is-the-way-to-account-for-carry-forward-losses-in-the-next-year-s-tax-filing-in-a-balance-sheet-and-P-L","Balance Sheets, Accounting, Finance","7","2","362"
"What U.S. cities have the most opportunities for entry level accountants?","https://www.quora.com/What-U-S-cities-have-the-most-opportunities-for-entry-level-accountants","Entry Level Jobs, Jobs and Careers in the United States of America, Accountants, Accounting, Cities and Metropolitan Areas, Job Searches, The United States of America, Jobs and Careers, Career Advice","1","1","229"
"What is the best country to migrate if you are a chartered accountant?","https://www.quora.com/What-is-the-best-country-to-migrate-if-you-are-a-chartered-accountant","Human Migration, Migrations, Accountants, Accounting, Chartered Accountants (CA), Countries of the World, Career Advice","1","2","358"
"How do I earn extra income for our family being a chartered accountant?","https://www.quora.com/unanswered/How-do-I-earn-extra-income-for-our-family-being-a-chartered-accountant","Extra Income, Accountants, Income, Accounting, Chartered Accountants (CA), Making Money Online, Wanting and Making Money, Money","0","1","196"
"What happens to secured loans in the balance sheet if a company has to pay 10 million dollars to the bank but the bank offers one-time settle scheme of 8 million dollars, remaining 2 million dollars should be shown as a profit or equity?","https://www.quora.com/What-happens-to-secured-loans-in-the-balance-sheet-if-a-company-has-to-pay-10-million-dollars-to-the-bank-but-the-bank-offers-one-time-settle-scheme-of-8-million-dollars-remaining-2-million-dollars-should-be-shown","Balance Sheets, Accounting, Loans, Wealth, Finance, Banking, Money","0","1","414"
"Which PC configuration is best for accounting and in the Intel I3 9th generation? Which is better?","https://www.quora.com/unanswered/Which-PC-configuration-is-best-for-accounting-and-in-the-Intel-I3-9th-generation-Which-is-better","Intel Core i3, Intel (company), Central Processing Units, Processors, Accounting, Computer Hardware, Computers","0","1","244"
"What is the journal entry for goods sold without a profit of $100?","https://www.quora.com/What-is-the-journal-entry-for-goods-sold-without-a-profit-of-100","Journal Entry, Accounting Journal Entry, Journal Entries, Accounting","1","1","270"
"How much is the tuition fee of a BS in Accountancy in an AMA online school?","https://www.quora.com/unanswered/How-much-is-the-tuition-fee-of-a-BS-in-Accountancy-in-an-AMA-online-school","Certified Public Accountants (CPA), Tuition Fees, Accounting, E-learning, Education","0","1","122"
"Which option is better, studying CPA or MPA?","https://www.quora.com/unanswered/Which-option-is-better-studying-CPA-or-MPA","Masters in Public Administration, Certified Public Accountants (CPA), Accounting, Academic and Educational Advice, Higher Education, Career Advice","0","1","355"
